"name"	"taxRank"	"taxID"	"Max"	"K1.cladeReads"	"K2.cladeReads"	"W1.cladeReads"	"Max.1"	"K1.cladeReads.."	"K2.cladeReads.."	"W1.cladeReads.."	"Max.2"	"K1.cladeReads.rank"	"K2.cladeReads.rank"	"W1.cladeReads.rank"	"Max.3"	"K1.cladeReads.z.score"	"K2.cladeReads.z.score"	"W1.cladeReads.z.score"	"Max.4"	"K1.cladeReads...z.score"	"K2.cladeReads...z.score"	"W1.cladeReads...z.score"	"lineage"
"Sulfurospirillum"	"G"	57665	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Sulfurospirillaceae"
"Nitratiruptor"	"G"	269258	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Nautiliales>Nitratiruptoraceae"
"Nautilia"	"G"	191291	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Nautiliales>Nautiliaceae"
"Leptospira"	"G"	171	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Leptospirales>Leptospiraceae"
"Chondromyces"	"G"	50	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Polyangia>Polyangiales>Polyangiaceae"
"Sorangium"	"G"	39643	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Polyangia>Polyangiales>Polyangiaceae"
"Labilithrix"	"G"	1524217	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Polyangia>Polyangiales>Labilitrichaceae"
"Cystobacter"	"G"	42	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Archangiaceae"
"Pendulispora"	"G"	3375062	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Myxococcota>Myxococcia>Myxococcales>Sorangiineae>Pendulisporaceae"
"Bdellovibrio"	"G"	958	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Bdellovibrionota>Bdellovibrionia>Bdellovibrionales>Pseudobdellovibrionaceae"
"Peredibacter"	"G"	263370	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Bdellovibrionota>Bacteriovoracia>Bacteriovoracales>Bacteriovoracaceae"
"Geothrix"	"G"	44675	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Acidobacteriota>Holophagae>Holophagales>Holophagaceae"
"Atribacter"	"G"	2847777	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Atribacterota>Atribacteria>Atribacterales>Atribacteraceae"
"Proteiniclasticum"	"G"	1155385	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Clostridiaceae"
"Sarcina"	"G"	1266	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Clostridiaceae"
"Candidatus Neoarthromitus"	"G"	49082	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Clostridiaceae"
"Hathewaya"	"G"	1769729	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Clostridiaceae"
"Proteiniborus"	"G"	415014	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Eubacteriales&nbsp;incertae&nbsp;sedis"
"Fusibacter"	"G"	76008	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Eubacteriales&nbsp;incertae&nbsp;sedis>Eubacteriales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis"
"Pseudoramibacter"	"G"	113286	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Eubacteriaceae"
"Desulfosporosinus"	"G"	79206	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Desulfitobacteriaceae"
"Thermanaerosceptrum"	"G"	2651578	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Peptococcaceae"
"Phosphitispora"	"G"	2903061	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Peptococcaceae"
"Desulfotomaculum"	"G"	1562	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Desulfotomaculaceae"
"Syntrophothermus"	"G"	129001	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Syntrophomonadaceae"
"Caldinitratiruptor"	"G"	1006480	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Symbiobacteriaceae"
"Alkalicella"	"G"	2838170	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Proteinivoracaceae"
"Desulfoscipio"	"G"	2867376	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Eubacteriales>Desulfallaceae"
"Anoxybacterium"	"G"	3408579	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Peptostreptococcales>Anaerovoracaceae"
"Caminicella"	"G"	166484	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Peptostreptococcales>Caminicellaceae"
"Natroniella"	"G"	52003	5	NA	NA	5	0.00196	NA	NA	0.00196	139.5	NA	NA	139.5	5	NA	NA	5	1.96	NA	NA	1.96	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Halanaerobiales>Halobacteroidaceae"
"Halanaerobium"	"G"	2330	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Halanaerobiales>Halanaerobiaceae"
"Carboxydothermus"	"G"	129957	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Gelria"	"G"	189326	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Mahella"	"G"	252965	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;IV.&nbsp;Incertae&nbsp;Sedis"
"Candidatus Desulforudis"	"G"	471826	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Thermoanaerobacterales>Candidatus&nbsp;Desulforudaceae"
"Neomoorella"	"G"	44260	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Neomoorellales>Neomoorellaceae"
"Acidaminococcus"	"G"	904	7	NA	NA	7	0.002744	NA	NA	0.002744	114.5	NA	NA	114.5	7	NA	NA	7	2.744	NA	NA	2.744	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Acidaminococcales>Acidaminococcaceae"
"Selenomonas"	"G"	970	7	NA	NA	7	0.002744	NA	NA	0.002744	114.5	NA	NA	114.5	7	NA	NA	7	2.744	NA	NA	2.744	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Selenomonadaceae"
"Pelosinus"	"G"	365348	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Sporomusaceae"
"Floricoccus"	"G"	1930830	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Streptococcaceae"
"Melissococcus"	"G"	33969	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Enterococcaceae"
"Lactiplantibacillus"	"G"	2767842	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Pediococcus"	"G"	1253	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Oenococcus"	"G"	46254	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Ruoffia"	"G"	2862144	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Lactobacillales>Aerococcaceae"
"Psychrobacillus"	"G"	1221880	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Fervidibacillus"	"G"	3033930	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Thermaerobacillus"	"G"	3390020	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Anoxybacillaceae"
"Parageobacillus"	"G"	1906945	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Anoxybacillaceae"
"Listeria"	"G"	1637	5	NA	NA	5	0.00196	NA	NA	0.00196	139.5	NA	NA	139.5	5	NA	NA	5	1.96	NA	NA	1.96	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Listeriaceae"
"Fodinisporobacter"	"G"	3156481	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Alicyclobacillaceae"
"Exiguobacterium"	"G"	33986	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis"
"Guptibacillus"	"G"	3421338	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Guptibacillaceae"
"Gudongella"	"G"	2692382	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Tissierellaceae"
"Ndongobacter"	"G"	1930845	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacillota&nbsp;sensu&nbsp;stricto&nbsp;incertae&nbsp;sedis"
"Mycolicibacterium"	"G"	1866885	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae"
"Mycolicibacillus"	"G"	2126281	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae"
"Rhodococcoides"	"G"	3259750	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae"
"Streptantibioticus"	"G"	2995706	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae"
"Arthrobacter"	"G"	1663	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae"
"Psychromicrobium"	"G"	2078575	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae"
"Sinomonas"	"G"	596707	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae"
"Glutamicibacter"	"G"	1742989	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae"
"Aquiluna"	"G"	529881	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster"
"Microbacterium"	"G"	33882	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Herbiconiux"	"G"	881616	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Paramicrobacterium"	"G"	3110364	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Brachybacterium"	"G"	43668	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Dermabacteraceae"
"Dactylosporangium"	"G"	35753	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae"
"Longispora"	"G"	203522	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae"
"Pauljensenia"	"G"	2740557	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae"
"Pseudonocardia"	"G"	1847	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae"
"Lentzea"	"G"	165301	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae"
"Kutzneria"	"G"	43356	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae"
"Amycolatopsis"	"G"	1813	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Pseudonocardiales>Pseudonocardiaceae"
"Thermomonospora"	"G"	2019	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Streptosporangiales>Thermomonosporaceae"
"Georgenia"	"G"	154116	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Allobogoriellales>Allobogoriellaceae"
"Tessaracoccus"	"G"	72763	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae"
"Berryella"	"G"	2815775	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Olsenella"	"G"	133925	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Rubrobacter"	"G"	42255	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Rubrobacteria>Rubrobacterales>Rubrobacteraceae"
"Conexibacter"	"G"	191494	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"Synechococcus"	"G"	1129	8	NA	NA	8	0.003136	NA	NA	0.003136	105	NA	NA	105	8	NA	NA	8	3.136	NA	NA	3.136	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae"
"Prochlorococcus"	"G"	1218	5	NA	NA	5	0.00196	NA	NA	0.00196	139.5	NA	NA	139.5	5	NA	NA	5	1.96	NA	NA	1.96	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Prochlorococcaceae"
"Richelia"	"G"	98443	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Nostocaceae"
"Chlorogloeopsis"	"G"	1123	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Chlorogloeopsidaceae"
"Fischerella"	"G"	1190	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Hapalosiphonaceae"
"Microcystis"	"G"	1125	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Chroococcales>Microcystaceae"
"Picosynechococcus"	"G"	3079908	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Chroococcales>Geminocystaceae"
"Trichodesmium"	"G"	1205	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Capilliphycus"	"G"	2768926	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Oscillatoriales>Sirenicapillariaceae"
"Pseudanabaena"	"G"	1152	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Pseudanabaenales>Pseudanabaenaceae"
